Key,german
perkSexualTrexRank3LongDescRE,Reduziert den Verbrauch von Nahkampf- und Werkzeugausdauer um 18%\nSchwere Angriffe um 30%.\nTötungsschläge gewähren 20 Ausdauer.
perkSexualTrexRank4LongDescRE,Reduziert den Verbrauch von Nahkampf- und Werkzeugausdauer um 24%\nSchwere Angriffe um 40%.\nTötungsschläge gewähren 25 Ausdauer.
perkHeavyArmorNameRE,Rüstungstoleranz
perkHeavyArmorRank1LongDescRE,+1 Rüstungswert für jedes getragene Rüstungsteil.\nVerringert Ausdauer- und Bewegungsabzüge um 10%.
perkHeavyArmorRank2LongDescRE,+2 Rüstungswert für jedes getragene Rüstungsteil.\nVerringert Ausdauer- und Bewegungsabzüge um 20%.
perkHeavyArmorRank3LongDescRE,+3 Rüstungswert für jedes getragene Rüstungsteil.\nVerringert Ausdauer- und Bewegungsabzüge um 30%.
perkHeavyArmorRank4LongDescRE,+4 Rüstungswert für jedes getragene Rüstungsteil.\nVerringert Ausdauer- und Bewegungsabzüge um 40%.
attFortitudeRank01LongDescRE,Verursachen 250% Kopfschussschaden und haben eine Chance von 15%, mit Maschinengewehren zu zerstückeln.
perkMachineGunnerRank1LongDescRE,"Verursacht 8,5% mehr Schaden.\n8% schnellere Feuerrate.\n8% schnelleres Nachladen.\n8% geringere Projektilstreuung.\nKommando Adrenalin: Jeder Schuss mit automatischen Waffen gibt dir 1 Ausdauer."
perkMachineGunnerRank2LongDescRE,"Verursacht 17% mehr Schaden.\n16% schnellere Feuerrate.\n16% schnelleres Nachladen.\n16% geringere Projektilstreuung.\nKommando Adrenalin: Jeder Schuss mit automatischen Waffen gibt dir 2 Ausdauer."
perkMachineGunnerRank3LongDescRE,"Verursacht 25.5% mehr Schaden.\n24% schnellere Feuerrate.\n24% schnelleres Nachladen.\n24% geringere Projektilstreuung.\nKommando Adrenalin: Jeder Schuss mit automatischen Waffen gibt dir 3 Ausdauer."
perkMachineGunnerRank4LongDescRE,"Verursacht 34% mehr Schaden.\n32% schnellere Feuerrate.\n32% schnelleres Nachladen.\n32% geringere Projektilstreuung.\nKommando Adrenalin: Jeder Schuss mit automatischen Waffen gibt dir 4 Ausdauer."
perkPainToleranceRank1LongDescRE,7.5% Schadenswiderstand (wird nach Rüstungswert berechnet)\n40% Betäubungswiderstand.
perkPainToleranceRank2LongDescRE,15% Schadenswiderstand (wird nach Rüstungswert berechnet)\n60% Betäubungswiderstand.
perkPainToleranceRank3LongDescRE,22.5% Schadenswiderstand (wird nach Rüstungswert berechnet)\n80% Betäubungswiderstand.
perkPainToleranceRank4LongDescRE,30% Schadenswiderstand (wird nach Rüstungswert berechnet)\n100% Betäubungswiderstand.
buffPerkCharismaticNatureDescRE,Sie leben einen gesunden Lebensstil! Erhöhte maximale HP.
perkCharismaticNatureDescRE,Du hast deine maximale HP erhöht.
perkCharismaticNatureNameRE,Wohlbefinden
perkCharismaticNatureRank1DescRE,Morgendliches Fitness-Training
perkCharismaticNatureRank2DescRE,Kein Zucker
perkCharismaticNatureRank3DescRE,Vitamine
perkCharismaticNatureRank4DescRE,Nahrhafte Diät
perkCharismaticNatureRank1LongDescRE,Dein Wohlbefinden bringt dir +10 maximale HP.
perkCharismaticNatureRank2LongDescRE,Dein Wohlbefinden bringt dir +20 maximale HP.
perkCharismaticNatureRank3LongDescRE,Dein Wohlbefinden bringt dir +30 maximale HP.
perkCharismaticNatureRank4LongDescRE,Dein Wohlbefinden bringt dir +40 maximale HP.
perkHealingFactorRank1LongDescRE,Passive Heilung von 24 HP jede echtzeit Stunde. Kritische Verletzungen heilen 20% schneller.
perkHealingFactorRank2LongDescRE,Passive Heilung von 36 HP jede echtzeit Stunde. Kritische Verletzungen heilen 50% schneller.
perkHealingFactorRank3LongDescRE,Passive Heilung von 48 HP jede echtzeit Stunde. Kritische Verletzungen heilen 100% schneller.
perkPhysicianRank1LongDescRE,Erhöht die medizinische Heilung um 10%.
perkPhysicianRank2LongDescRE,Erhöht die medizinische Heilung um 20%.
perkPhysicianRank3LongDescRE,Erhöht die medizinische Heilung um 30%.
perkPhysicianRank4LongDescRE,Erhöht die medizinische Heilung um 40%.
attAgilityRank01LongDescRE,"Verursacht 250% Kopfschussschaden und hat eine Chance von 15%, mit Handfeuerwaffen und Messern zu zerstückeln."
perkGunslingerDescRE,Verbessert deine Fertigkeiten im Umgang mit Handfeuerwaffen und Magnum-Revolvern.
perkGunslingerRank1LongDescRE,"Verursacht 8,5% mehr Schaden.\n8% schnellere Feuerrate.\n8% schnelleres Nachladen.\n8% geringere Projektilstreuung."
perkGunslingerRank2LongDescRE,"Verursacht 17% mehr Schaden.\n16% schnellere Feuerrate.\n16% schnelleres Nachladen.\n16% weniger Projektilstreuung.\nKritischer Schaden: 5 aufeinanderfolgende Treffer in kurzer Zeit verursachen kritischen Schaden."
perkGunslingerRank3LongDescRE,"Verursacht 25,5% mehr Schaden.\n24% schnellere Feuerrate.\n24% schnelleres Nachladen.\n24% weniger Projektilstreuung.\nKritischer Schaden:4 aufeinanderfolgende Treffer in kurzer Zeit verursachen kritischen Schaden."
perkGunslingerRank4LongDescRE,"Verursacht 34% mehr Schaden.\n32% schnellere Feuerrate.\n32% schnelleres Nachladen.\n32% weniger Projektilstreuung.\nKritischer Schaden:3 aufeinanderfolgende Treffer in kurzer Zeit verursachen kritischen Schaden."
perkDeepCutsDescRE,Spezialisiere dich auf die Verwendung des Survival-Messers.
perkDeepCutsRank1LongDescRE,Verursacht 8,5% mehr Schaden.\nErhöht den Blockschaden mit Messern um 50%.
perkDeepCutsRank2LongDescRE,Verursacht 17% mehr Schaden.\nErhöht den Blockschaden mit Messern um 100%.
perkDeepCutsRank3LongDescRE,Verursacht 25,5% mehr Schaden.\nErhöht den Blockschaden mit Messern um 150%.
perkDeepCutsRank4LongDescRE,Verursacht 34% mehr Schaden.\nErhöht den Blockschaden mit Messern um 200%.
perkRunAndGunRank1LongDescRE,"Die Genauigkeit beim Hüftschuss wurde um 10% verbessert und der Bewegungsnachteil beim Nachladen um 25% reduziert."
perkRunAndGunRank2LongDescRE,"Die Genauigkeit beim Hüftschuss wurde um 20% verbessert und der Bewegungsnachteil beim Nachladen um 50% reduziert.."
perkRunAndGunRank3LongDescRE,"Die Genauigkeit beim Hüftschuss wurde um 30% verbessert und der Bewegungsnachteil beim Nachladen um 75% reduziert."
perkFlurryOfBlowsRank1LongDescRE,Die Geschwindigkeit von Nahkampfangriffen wird um 15% erhöht. Jeder Kill lädt die Ausdauer um 10 Punkte auf.
perkFlurryOfBlowsRank2LongDescRE,Die Geschwindigkeit von Nahkampfangriffen wird um 30% erhöht. Jeder Kill lädt die Ausdauer um 15 Punkte auf.
perkFlurryOfBlowsRank3LongDescRE,Die Geschwindigkeit von Nahkampfangriffen wird um 45% erhöht. Jeder Kill lädt die Ausdauer um 20 Punkte auf.
EscapeTheSpencerMansion_subtitle,ENTKOMME AUS DER SPENCER MANSION
EscapeTheSpencerMansion_desc,"Durchsuche die Villa nach Bauteilen und baue einen Tragschrauber zusammen. Flüchte dann zum Hubschrauberlandeplatz."
The_Spencer_Mansion_Incident,Der Spencer Mansion Vorfall
Enter_The_Survival_Horror,Betrete den Survival-Horror
The_Story,Die Geschichte
Build_Gyrocopter,Baue einen Tragschrauber
H2O,H2O - [ [action:local:Secondary] ]
UMB-No3,UMB-Nr.3 - [ [action:local:Secondary] ]
Yellow-6,Gelb 6 - [ [action:local:Secondary] ]
Plant42Loot,Pflanze-42-Loot 
ZombieDogLoot,Zombiehund-Loot
ForestLoot,Forest-Loot
PrototypeLoot,Prototyp-Loot
YawnLoot,Yawn-Loot
BlackTigerLoot,Schwarze Tigerspinne-Loot
TyrantLoot,Tyrann-Loot
buffImmobalisedName,Beweglichkeit
buffImmobalisedDesc,Lies zuerst die Trainingshandbücher.
buffInkRibbonImmobalisedName,Speicher das Spiel zunächst, um fortzufahren
buffInkRibbonImmobalisedDesc,Pausiere das Spiel und klicke auf „Spiel speichern“.
